locus_tag	ftype	length_bp	gene	EC_number	COG	product
PL25_04207	CDS	309				hypothetical protein
PL25_04208	gene	885	cynR_3			
PL25_04208	CDS	885	cynR_3		COG0583	HTH-type transcriptional regulator CynR
PL25_04209	gene	2178	glcB			
PL25_04209	CDS	2178	glcB	2.3.3.9		Malate synthase G
PL25_04210	gene	252				
PL25_04210	CDS	252				hypothetical protein
PL25_04211	gene	645				
PL25_04211	CDS	645				hypothetical protein
PL25_04212	gene	1182	bpsA			
PL25_04212	CDS	1182	bpsA	2.5.1.128		N(4)-bis(aminopropyl)spermidine synthase
PL25_04213	gene	1092	apaH			
PL25_04213	CDS	1092	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
PL25_04214	gene	447				
PL25_04214	CDS	447				hypothetical protein
PL25_04215	gene	975				
PL25_04215	CDS	975				hypothetical protein
PL25_04216	gene	252				
PL25_04216	CDS	252				hypothetical protein
PL25_04217	gene	1278	hflX_2			
PL25_04217	CDS	1278	hflX_2		COG2262	GTPase HflX
PL25_04218	gene	432				
PL25_04218	CDS	432			COG1959	Putative HTH-type transcriptional regulator
PL25_04219	gene	417	lrpC_2			
PL25_04219	CDS	417	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
PL25_04220	gene	582				
PL25_04220	CDS	582				hypothetical protein
PL25_04221	gene	900	trxB_2			
PL25_04221	CDS	900	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
PL25_04222	gene	585	ubiE_3			
PL25_04222	CDS	585	ubiE_3	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PL25_04223	gene	888	sigJ_2			
PL25_04223	CDS	888	sigJ_2		COG1595	ECF RNA polymerase sigma factor SigJ
PL25_04224	gene	1296				
PL25_04224	CDS	1296				hypothetical protein
PL25_04225	gene	870	cysL_4			
PL25_04225	CDS	870	cysL_4		COG0583	HTH-type transcriptional regulator CysL
PL25_04226	gene	1107	mmgD			
PL25_04226	CDS	1107	mmgD	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
PL25_04227	gene	1437	mmgE			
PL25_04227	CDS	1437	mmgE	4.2.1.-	COG2079	Citrate/2-methylcitrate dehydratase
PL25_04228	gene	903	mmgF			
PL25_04228	CDS	903	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
PL25_04229	gene	816	glnH			
PL25_04229	CDS	816	glnH		COG0834	Glutamine-binding periplasmic protein
PL25_04230	gene	663	glnP			
PL25_04230	CDS	663	glnP		COG0765	Glutamine transport system permease protein GlnP
PL25_04231	gene	723	glnQ_3			
PL25_04231	CDS	723	glnQ_3			Glutamine transport ATP-binding protein GlnQ
PL25_04232	gene	1347				
PL25_04232	CDS	1347			COG3385	IS4 family transposase ISHaha1
PL25_04233	gene	273				
PL25_04233	CDS	273				hypothetical protein
PL25_04234	gene	201				
PL25_04234	CDS	201				hypothetical protein
PL25_04235	gene	642				
PL25_04235	CDS	642				hypothetical protein
PL25_04236	gene	465	ywnA			
PL25_04236	CDS	465	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
PL25_04237	gene	483				
PL25_04237	CDS	483				hypothetical protein
PL25_04238	gene	1035	mccF_2			
PL25_04238	CDS	1035	mccF_2			Microcin C7 self-immunity protein MccF
PL25_04239	gene	237				
PL25_04239	CDS	237				hypothetical protein
PL25_04240	gene	651				
PL25_04240	CDS	651				hypothetical protein
PL25_04241	gene	681	chcB2			
PL25_04241	CDS	681	chcB2	1.1.1.438		Cis-4-hydroxycyclohexanecarboxylate dehydrogenase
PL25_04242	gene	756	cpnA_2			
PL25_04242	CDS	756	cpnA_2	1.1.1.163		Cyclopentanol dehydrogenase
PL25_04243	gene	1536				
PL25_04243	CDS	1536				hypothetical protein
PL25_04244	gene	849				
PL25_04244	CDS	849				hypothetical protein
PL25_04245	gene	276	yjdJ			
PL25_04245	CDS	276	yjdJ		COG2388	putative protein YjdJ
PL25_04246	gene	234				
PL25_04246	CDS	234				hypothetical protein
PL25_04247	gene	1206				
PL25_04247	CDS	1206				hypothetical protein
PL25_04248	gene	987				
PL25_04248	CDS	987		3.4.11.25		Beta-peptidyl aminopeptidase BapA
PL25_04249	gene	576	resA_5			
PL25_04249	CDS	576	resA_5			Thiol-disulfide oxidoreductase ResA
PL25_04250	gene	1122	cdaR_3			
PL25_04250	CDS	1122	cdaR_3		COG3835	Carbohydrate diacid regulator
PL25_04251	gene	1413	lctD_1			
PL25_04251	CDS	1413	lctD_1	1.1.1.436	COG0277	Lactate dehydrogenase (NAD(+),ferredoxin) subunit LctD
PL25_04252	gene	1377	glcF			
PL25_04252	CDS	1377	glcF	1.1.99.14	COG0247	Glycolate oxidase iron-sulfur subunit
PL25_04253	gene	4281	bpr_4			
PL25_04253	CDS	4281	bpr_4	3.4.21.-	COG1404	Bacillopeptidase F
PL25_04254	gene	1287	hemAT			
PL25_04254	CDS	1287	hemAT		COG0840	Heme-based aerotactic transducer HemAT
PL25_04255	gene	68				
PL25_04255	misc_RNA	68				Bacillaceae-1
PL25_04256	gene	148				
PL25_04256	misc_RNA	148				FMN
PL25_04257	gene	645	ribE			
PL25_04257	CDS	645	ribE	2.5.1.9	COG0307	Riboflavin synthase
PL25_04258	gene	639	ribB			
PL25_04258	CDS	639	ribB	4.1.99.12		3,4-dihydroxy-2-butanone 4-phosphate synthase
PL25_04259	gene	465	ribH			
PL25_04259	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PL25_04260	gene	1869	ettA_2			
PL25_04260	CDS	1869	ettA_2	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
PL25_04261	gene	1233				
PL25_04261	CDS	1233			COG3385	IS4 family transposase ISDre1
PL25_04262	gene	576				
PL25_04262	CDS	576				hypothetical protein
PL25_04263	gene	1719				
PL25_04263	CDS	1719				hypothetical protein
PL25_04264	gene	1071				
PL25_04264	CDS	1071				hypothetical protein
PL25_04265	gene	672				
PL25_04265	CDS	672				hypothetical protein
PL25_04266	gene	216				
PL25_04266	CDS	216				hypothetical protein
PL25_04267	gene	1104	gldA			
PL25_04267	CDS	1104	gldA	1.1.1.6		Glycerol dehydrogenase
PL25_04268	gene	1344	cdr_2			
PL25_04268	CDS	1344	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
PL25_04269	gene	1344				
PL25_04269	CDS	1344				hypothetical protein
PL25_04270	gene	849	kynA			
PL25_04270	CDS	849	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
PL25_04271	gene	654	kynB			
PL25_04271	CDS	654	kynB	3.5.1.9		Kynurenine formamidase
PL25_04272	gene	1272	kynU			
PL25_04272	CDS	1272	kynU	3.7.1.3		Kynureninase
PL25_04273	gene	1584				
PL25_04273	CDS	1584				hypothetical protein
PL25_04274	gene	1170	dapL			
PL25_04274	CDS	1170	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
PL25_04275	gene	1662	ilvI			
PL25_04275	CDS	1662	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
PL25_04276	gene	1494	gucD			
PL25_04276	CDS	1494	gucD	1.2.1.26	COG1012	Alpha-ketoglutaric semialdehyde dehydrogenase
PL25_04277	gene	1173	lysDH			
PL25_04277	CDS	1173	lysDH	1.4.1.18		Lysine 6-dehydrogenase
PL25_04278	gene	768	kipR			
PL25_04278	CDS	768	kipR		COG1414	HTH-type transcriptional regulator KipR
PL25_04279	gene	315				
PL25_04279	CDS	315				hypothetical protein
PL25_04280	gene	1449	gabD_2			
PL25_04280	CDS	1449	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
PL25_04281	gene	1206	acdA_3			
PL25_04281	CDS	1206	acdA_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PL25_04282	gene	1161	caiB			
PL25_04282	CDS	1161	caiB	2.8.3.-	COG1804	Succinate--glutarate CoA-transferase
PL25_04283	gene	1008	mreBH			
PL25_04283	CDS	1008	mreBH		COG1077	Cell shape-determining protein MreBH
PL25_04284	gene	924				
PL25_04284	CDS	924				hypothetical protein
PL25_04285	gene	216				
PL25_04285	CDS	216				hypothetical protein
PL25_04286	gene	759				
PL25_04286	CDS	759				hypothetical protein
PL25_04287	gene	996	glsA1			
PL25_04287	CDS	996	glsA1	3.5.1.2	COG2066	Glutaminase 1
PL25_04288	gene	675	yedK			
PL25_04288	CDS	675	yedK	4.-.-.-	COG2135	Abasic site processing protein YedK
PL25_04289	gene	1353				
PL25_04289	CDS	1353				hypothetical protein
PL25_04290	gene	426	yfkJ			
PL25_04290	CDS	426	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
PL25_04291	gene	297				
PL25_04291	CDS	297				hypothetical protein
PL25_04292	gene	825				
PL25_04292	CDS	825				hypothetical protein
PL25_04293	gene	1917	zosA			
PL25_04293	CDS	1917	zosA	7.2.2.20	COG2217	Zinc-transporting ATPase
PL25_04294	gene	879	yckB			
PL25_04294	CDS	879	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
PL25_04295	gene	684	tcyL_3			
PL25_04295	CDS	684	tcyL_3		COG0765	L-cystine transport system permease protein TcyL
PL25_04296	gene	1167	ycaD			
PL25_04296	CDS	1167	ycaD		COG0477	putative MFS-type transporter YcaD
PL25_04297	gene	393				
PL25_04297	CDS	393				hypothetical protein
PL25_04298	gene	804	yfkD			
PL25_04298	CDS	804	yfkD			putative protein YfkD
PL25_04299	gene	204				
PL25_04299	CDS	204				hypothetical protein
PL25_04300	gene	1308				
PL25_04300	CDS	1308				hypothetical protein
PL25_04301	gene	216				
PL25_04301	CDS	216				hypothetical protein
PL25_04302	gene	792	pdaA			
PL25_04302	CDS	792	pdaA	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
PL25_04303	gene	1581	acsA_2			
PL25_04303	CDS	1581	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PL25_04304	gene	2124	clpE			
PL25_04304	CDS	2124	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
PL25_04305	gene	870	comEC_2			
PL25_04305	CDS	870	comEC_2		COG0658	ComE operon protein 3
PL25_04306	gene	849				
PL25_04306	CDS	849				hypothetical protein
PL25_04307	gene	180				
PL25_04307	CDS	180				hypothetical protein
PL25_04308	gene	1452				
PL25_04308	CDS	1452				IS1182 family transposase ISBsp4
PL25_04309	gene	375	ytrA_3			
PL25_04309	CDS	375	ytrA_3		COG1725	HTH-type transcriptional repressor YtrA
PL25_04310	gene	858	btuD_3			
PL25_04310	CDS	858	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PL25_04311	gene	699				
PL25_04311	CDS	699				hypothetical protein
PL25_04312	gene	771	yxlG			
PL25_04312	CDS	771	yxlG		COG1277	putative transmembrane protein YxlG
PL25_04313	gene	909	yxlF			
PL25_04313	CDS	909	yxlF	7.-.-.-	COG1131	putative ABC transporter ATP-binding protein YxlF
PL25_04314	gene	204	yxlE			
PL25_04314	CDS	204	yxlE			Negative regulatory protein YxlE
PL25_04315	gene	1104				
PL25_04315	CDS	1104				hypothetical protein
PL25_04316	gene	393				
PL25_04316	CDS	393				hypothetical protein
PL25_04317	gene	414				
PL25_04317	CDS	414				hypothetical protein
PL25_04318	gene	312				
PL25_04318	CDS	312				hypothetical protein
PL25_04319	gene	132				
PL25_04319	CDS	132				hypothetical protein
PL25_04320	gene	558				
PL25_04320	CDS	558				hypothetical protein
PL25_04321	gene	888				
PL25_04321	CDS	888				Epimerase family protein
PL25_04322	gene	861	recX			
PL25_04322	CDS	861	recX			Regulatory protein RecX
PL25_04323	gene	342	yfhH			
PL25_04323	CDS	342	yfhH			putative protein YfhH
PL25_04324	gene	987	yfhP			
PL25_04324	CDS	987	yfhP		COG1988	putative protein YfhP
PL25_04325	gene	1119	mutY			
PL25_04325	CDS	1119	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
PL25_04326	gene	177	yfhS			
PL25_04326	CDS	177	yfhS			putative protein YfhS
PL25_04327	gene	174				
PL25_04327	CDS	174				Small, acid-soluble spore protein gamma-type
PL25_04328	gene	528				
PL25_04328	CDS	528		3.6.1.15	COG3557	Nucleoside triphosphate/diphosphate phosphatase
PL25_04329	gene	1758				
PL25_04329	CDS	1758		7.6.2.-		Putative multidrug export ATP-binding/permease protein
PL25_04330	gene	243				
PL25_04330	CDS	243				hypothetical protein
PL25_04331	gene	1296	hemL1			
PL25_04331	CDS	1296	hemL1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 1
PL25_04332	gene	1917	yxdM			
PL25_04332	CDS	1917	yxdM		COG0577	ABC transporter permease protein YxdM
PL25_04333	gene	777	yxdL_2			
PL25_04333	CDS	777	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
PL25_04334	gene	1002	bceS_1			
PL25_04334	CDS	1002	bceS_1	2.7.13.3	COG2205	Sensor protein BceS
PL25_04335	gene	702	graR_2			
PL25_04335	CDS	702	graR_2		COG0745	Response regulator protein GraR
PL25_04336	gene	432				
PL25_04336	CDS	432				hypothetical protein
PL25_04337	gene	471	bcp			
PL25_04337	CDS	471	bcp	1.11.1.24	COG1225	Putative peroxiredoxin bcp
PL25_04338	gene	660	epsL_2			
PL25_04338	CDS	660	epsL_2	2.-.-.-	COG2148	putative sugar transferase EpsL
PL25_04339	gene	609	ldhD			
PL25_04339	CDS	609	ldhD	1.1.1.28	COG1052	D-lactate dehydrogenase
PL25_04340	gene	555	yvqK			
PL25_04340	CDS	555	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
PL25_04341	gene	444	perR			
PL25_04341	CDS	444	perR		COG0735	Peroxide operon regulator
PL25_04342	gene	393				
PL25_04342	CDS	393				hypothetical protein
PL25_04343	gene	870				
PL25_04343	CDS	870				hypothetical protein
PL25_04344	gene	1565				
PL25_04344	rRNA	1565				16S ribosomal RNA
PL25_04345	gene	68				
PL25_04345	misc_RNA	68				Bacillaceae-1
PL25_04346	gene	2919				
PL25_04346	rRNA	2919				23S ribosomal RNA
PL25_04347	gene	116				
PL25_04347	rRNA	116				5S ribosomal RNA
PL25_04348	gene	75				
PL25_04348	tRNA	75				tRNA-Asn(gtt)
PL25_04349	gene	92				
PL25_04349	tRNA	92				tRNA-Ser(gga)
PL25_04350	gene	75				
PL25_04350	tRNA	75				tRNA-Glu(ttc)
PL25_04351	gene	76				
PL25_04351	tRNA	76				tRNA-Val(tac)
PL25_04352	gene	77				
PL25_04352	tRNA	77				tRNA-Met(cat)
PL25_04353	gene	77				
PL25_04353	tRNA	77				tRNA-Asp(gtc)
PL25_04354	gene	76				
PL25_04354	tRNA	76				tRNA-Phe(gaa)
PL25_04355	gene	85				
PL25_04355	tRNA	85				tRNA-Tyr(gta)
PL25_04356	gene	74				
PL25_04356	tRNA	74				tRNA-Trp(cca)
PL25_04357	gene	76				
PL25_04357	tRNA	76				tRNA-His(gtg)
PL25_04358	gene	75				
PL25_04358	tRNA	75				tRNA-Gln(ttg)
PL25_04359	gene	75				
PL25_04359	tRNA	75				tRNA-Gly(gcc)
PL25_04360	gene	74				
PL25_04360	tRNA	74				tRNA-Cys(gca)
PL25_04361	gene	85				
PL25_04361	tRNA	85				tRNA-Leu(caa)
PL25_04362	gene	969	dus			
PL25_04362	CDS	969	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
PL25_04363	gene	576	adaA_2			
PL25_04363	CDS	576	adaA_2	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
PL25_04364	gene	216				
PL25_04364	CDS	216				hypothetical protein
PL25_04365	gene	240				
PL25_04365	CDS	240				hypothetical protein
PL25_04366	gene	855	purU			
PL25_04366	CDS	855	purU	3.5.1.10		Formyltetrahydrofolate deformylase
PL25_04367	gene	675	rhaR_7			
PL25_04367	CDS	675	rhaR_7			HTH-type transcriptional activator RhaR
PL25_04368	gene	1305	pvdA			
PL25_04368	CDS	1305	pvdA	1.14.13.195		L-ornithine N(5)-monooxygenase
PL25_04369	gene	1278	davT			
PL25_04369	CDS	1278	davT	2.6.1.48		5-aminovalerate aminotransferase DavT
PL25_04370	gene	1164	abo			
PL25_04370	CDS	1164	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
PL25_04371	gene	1089	glmS_2			
PL25_04371	CDS	1089	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PL25_04372	gene	1098	braC3			
PL25_04372	CDS	1098	braC3		COG0683	Leu/Ile/Val-binding protein BraC3
PL25_04373	gene	816				
PL25_04373	CDS	816				hypothetical protein
PL25_04374	gene	1623	metG_3			
PL25_04374	CDS	1623	metG_3	6.1.1.10	COG0073	Methionine--tRNA ligase
PL25_04375	gene	996	argB			
PL25_04375	CDS	996	argB	2.7.2.8		Acetylglutamate kinase
PL25_04376	gene	900	alkA_2			
PL25_04376	CDS	900	alkA_2	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
PL25_04377	gene	522	adaB			
PL25_04377	CDS	522	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
PL25_04378	gene	1254	yjeH			
PL25_04378	CDS	1254	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
PL25_04379	gene	969				
PL25_04379	CDS	969				hypothetical protein
PL25_04380	gene	2190	mycA_1			
PL25_04380	CDS	2190	mycA_1	2.3.1.-		Mycosubtilin synthase subunit A
PL25_04381	gene	1656	mycA_2			
PL25_04381	CDS	1656	mycA_2	2.3.1.-		Mycosubtilin synthase subunit A
PL25_04382	gene	5115	grsB			
PL25_04382	CDS	5115	grsB			Gramicidin S synthase 2
PL25_04383	gene	11556	lgrD			
PL25_04383	CDS	11556	lgrD			Linear gramicidin synthase subunit D
PL25_04384	gene	12990	dltA_2			
PL25_04384	CDS	12990	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
PL25_04385	gene	12555	tycC			
PL25_04385	CDS	12555	tycC			Tyrocidine synthase 3
PL25_04386	gene	687	graR_3			
PL25_04386	CDS	687	graR_3		COG0745	Response regulator protein GraR
PL25_04387	gene	1014	bceS_2			
PL25_04387	CDS	1014	bceS_2	2.7.13.3	COG2205	Sensor protein BceS
PL25_04388	gene	747	lgrE			
PL25_04388	CDS	747	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
PL25_04389	gene	696	sfp_2			
PL25_04389	CDS	696	sfp_2	2.7.8.7		4'-phosphopantetheinyl transferase Sfp
PL25_04390	gene	765	yxdL_3			
PL25_04390	CDS	765	yxdL_3		COG1136	ABC transporter ATP-binding protein YxdL
PL25_04391	gene	1926	bceB_2			
PL25_04391	CDS	1926	bceB_2		COG0577	Bacitracin export permease protein BceB
PL25_04392	gene	3006	swrC_2			
PL25_04392	CDS	3006	swrC_2		COG0841	Swarming motility protein SwrC
PL25_04393	gene	984	btuD_4			
PL25_04393	CDS	984	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PL25_04394	gene	774				
PL25_04394	CDS	774				hypothetical protein
PL25_04395	gene	90				
PL25_04395	CDS	90				hypothetical protein
PL25_04396	gene	774				
PL25_04396	CDS	774				hypothetical protein
PL25_04397	gene	507				
PL25_04397	CDS	507				hypothetical protein
PL25_04398	gene	255				
PL25_04398	CDS	255				hypothetical protein
PL25_04399	gene	189				
PL25_04399	CDS	189				hypothetical protein
PL25_04400	gene	441				
PL25_04400	CDS	441				hypothetical protein
PL25_04401	gene	150				
PL25_04401	CDS	150				hypothetical protein
PL25_04402	gene	1425				
PL25_04402	CDS	1425			COG3385	IS4 family transposase ISBce11
PL25_04403	gene	261				
PL25_04403	CDS	261				hypothetical protein
PL25_04404	gene	1149	pbuE_4			
PL25_04404	CDS	1149	pbuE_4		COG2814	Purine efflux pump PbuE
PL25_04405	gene	849	oxyR_2			
PL25_04405	CDS	849	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
PL25_04406	gene	306	aadK_2			
PL25_04406	CDS	306	aadK_2	2.7.7.-		Aminoglycoside 6-adenylyltransferase
PL25_04407	gene	546	aadK_3			
PL25_04407	CDS	546	aadK_3	2.7.7.-		Aminoglycoside 6-adenylyltransferase
PL25_04408	gene	606	rimJ			
PL25_04408	CDS	606	rimJ	2.3.1.267	COG1670	[Ribosomal protein uS5]-alanine N-acetyltransferase
PL25_04409	gene	756	bioC_6			
PL25_04409	CDS	756	bioC_6	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
PL25_04410	gene	852	rhaR_8			
PL25_04410	CDS	852	rhaR_8			HTH-type transcriptional activator RhaR
PL25_04411	gene	567				
PL25_04411	CDS	567				hypothetical protein
PL25_04412	gene	465				
PL25_04412	CDS	465				hypothetical protein
PL25_04413	gene	2070	pbpA_4			
PL25_04413	CDS	2070	pbpA_4	3.4.16.4	COG0768	Penicillin-binding protein 2A
PL25_04414	gene	297				
PL25_04414	CDS	297				hypothetical protein
PL25_04415	gene	156				
PL25_04415	CDS	156				hypothetical protein
PL25_04416	gene	1101	eutH			
PL25_04416	CDS	1101	eutH			putative ethanolamine permease EutH
PL25_04417	gene	645				
PL25_04417	CDS	645				hypothetical protein
PL25_04418	gene	666				
PL25_04418	CDS	666				hypothetical protein
PL25_04419	gene	153				
PL25_04419	CDS	153				hypothetical protein
PL25_04420	gene	150				
PL25_04420	CDS	150				hypothetical protein
PL25_04421	gene	1461	bicA			
PL25_04421	CDS	1461	bicA		COG0659	Bicarbonate transporter BicA
PL25_04422	gene	417	nhaX_2			
PL25_04422	CDS	417	nhaX_2		COG0589	Stress response protein NhaX
PL25_04423	gene	1125	thiO_2			
PL25_04423	CDS	1125	thiO_2	1.4.3.19	COG0665	Glycine oxidase
PL25_04424	gene	453				
PL25_04424	CDS	453				hypothetical protein
PL25_04425	gene	579				
PL25_04425	CDS	579				hypothetical protein
PL25_04426	gene	573				
PL25_04426	CDS	573				hypothetical protein
PL25_04427	gene	933	ppaC			
PL25_04427	CDS	933	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
PL25_04428	gene	153	sspP			
PL25_04428	CDS	153	sspP			Small, acid-soluble spore protein P
PL25_04429	gene	390	mscL			
PL25_04429	CDS	390	mscL		COG1970	Large-conductance mechanosensitive channel
PL25_04430	gene	561				
PL25_04430	CDS	561				hypothetical protein
PL25_04431	gene	441				
PL25_04431	CDS	441				hypothetical protein
PL25_04432	gene	387				
PL25_04432	CDS	387				hypothetical protein
PL25_04433	gene	1233				
PL25_04433	CDS	1233			COG3385	IS4 family transposase ISDre1
PL25_04434	gene	558				
PL25_04434	CDS	558				hypothetical protein
PL25_04435	gene	672				
PL25_04435	CDS	672				26 kDa periplasmic immunogenic protein
PL25_04436	gene	369				
PL25_04436	CDS	369				hypothetical protein
PL25_04437	gene	492	mshD_2			
PL25_04437	CDS	492	mshD_2	2.3.1.189		Mycothiol acetyltransferase
PL25_04438	gene	648				
PL25_04438	CDS	648				hypothetical protein
PL25_04439	gene	498				
PL25_04439	CDS	498				hypothetical protein
PL25_04440	gene	405	yycE			
PL25_04440	CDS	405	yycE		COG0346	putative protein YycE
PL25_04441	gene	459	yvbK			
PL25_04441	CDS	459	yvbK	2.3.1.-	COG0456	putative N-acetyltransferase YvbK
PL25_04442	gene	705	ygeA			
PL25_04442	CDS	705	ygeA	5.1.1.13	COG1794	L-aspartate/glutamate-specific racemase
PL25_04443	gene	417				
PL25_04443	CDS	417				hypothetical protein
PL25_04444	gene	618				
PL25_04444	CDS	618				hypothetical protein
PL25_04445	gene	258	aacA-aphD			
PL25_04445	CDS	258	aacA-aphD			Bifunctional AAC/APH
PL25_04446	gene	150				
PL25_04446	CDS	150				hypothetical protein
